QueryId,DocumentId
int-16,B2-235
int-16,A1-1111
int-16,C1-708
int-16,C2-1373
int-16,C1-615
int-16,A2-469
int-16,B1-927
int-16,C1-770
int-16,C2-1475
int-16,B1-865
int-16,C2-1336
int-16,B2-50
int-16,C1-704
int-16,C1-722
int-16,B2-26
int-16,A2-550
int-16,C2-1447
int-16,B2-70
int-16,B1-891
int-16,B1-834
int-16,C1-681
int-16,C1-700
int-16,C2-1316
int-16,C1-652
int-16,B1-833
int-16,C2-1326
int-16,A2-317
int-16,C2-1305
int-16,B2-115
int-16,C1-673
int-16,B2-190
int-16,B1-806
int-16,B2-75
int-16,C2-1401
int-16,C2-1296
int-16,B1-903
int-16,C1-699
int-16,B2-108
int-16,C2-1371
int-16,B2-251
int-16,B1-923
int-16,B2-78
int-16,C2-1393
int-16,B2-80
int-16,B1-920
int-16,C1-694
int-16,B1-812
int-16,A2-480
int-16,B2-183
int-16,A2-548
int-16,A2-332
int-16,B1-963
int-16,C1-672
int-16,C2-1317
int-16,B2-265
int-16,B2-135
int-16,B1-981
int-16,A2-368
int-16,C2-1368
int-16,C2-1414
int-16,B2-27
int-16,C1-718
int-16,C1-656
int-16,B2-285
int-16,C2-1479
int-16,C1-559
int-16,B1-813
int-16,B2-225
int-16,B2-162
int-16,C2-1352
int-16,B1-990
int-16,B2-177
int-16,C2-1443
int-16,C1-647
int-16,A1-1224
int-16,C1-790
int-16,C1-645
int-16,A2-554
int-16,C2-1493
int-16,C2-1378
int-16,B1-1001
int-16,C1-746
int-16,B2-89
int-16,C1-707
int-16,B2-184
int-16,B2-86
int-16,B2-118
int-16,B2-188
int-16,B2-22
int-16,B1-890
int-17,C2-1363
int-17,C2-1413
int-17,C2-1406
int-17,C2-1402
int-17,C2-1330
int-17,C2-1397
int-17,B1-950
int-17,C1-745
int-17,C1-696
int-17,B2-78
int-17,C2-1464
int-17,B1-981
int-17,C2-1425
int-17,C2-1444
int-17,C2-1353
int-17,B1-833
int-17,B2-4
int-17,C2-1303
int-17,C2-1482
int-17,C2-1439
int-17,C2-1431
int-17,C2-1328
int-17,B1-865
int-17,B1-809
int-17,B2-156
int-17,C2-1365
int-17,B1-859
int-17,C2-1369
int-17,C2-1428
int-17,C1-569
int-17,C2-1394
int-17,C1-749
int-17,C2-1358
int-17,C2-1309
int-17,C2-1311
int-17,C1-752
int-17,C1-654
int-17,B1-924
int-17,B1-1000
int-17,C2-1398
int-17,C2-1492
int-17,B1-933
int-17,C2-1491
int-17,C1-716
int-17,C2-1301
int-17,C2-1323
int-17,C2-1314
int-17,C1-789
int-17,C2-1308
int-17,C1-582
int-17,C2-1474
int-17,B2-284
int-17,C2-1461
int-17,C1-615
int-17,B1-810
int-17,B2-105
int-17,C2-1362
int-17,C1-632
int-17,C2-1462
int-17,B2-268
int-17,C2-1357
int-17,C2-1347
int-17,C2-1463
int-17,C1-790
int-17,C2-1435
int-17,C2-1344
int-17,B2-80
int-17,C1-734
int-17,B2-70
int-17,B2-262
int-17,B2-239
int-17,C2-1399
int-17,C2-1396
int-17,C1-776
int-17,B2-148
int-17,B2-141
int-17,C2-1437
int-17,C1-729
int-17,B2-243
int-17,B2-84
int-17,A2-537
int-17,A2-524
int-17,B2-93
int-17,C2-1387
int-17,B2-278
int-17,B2-195
int-17,C1-703
int-17,C2-1458
int-17,C2-1332
int-17,B1-975
int-17,C2-1322
int-17,C1-594
int-17,C2-1381
int-17,C2-1320
int-17,C2-1470
int-17,C1-621
int-17,B2-167
int-17,B2-6
int-17,C1-771
int-17,C2-1384
int-18,C1-698
int-18,B1-1004
int-18,C2-1468
int-18,B2-65
int-18,C1-688
int-18,C2-1462
int-18,C1-782
int-18,B2-42
int-18,C1-590
int-18,C2-1493
int-18,C1-586
int-18,C2-1460
int-18,C1-564
int-18,C2-1430
int-18,B2-11
int-18,C2-1334
int-18,C1-624
int-18,C1-672
int-18,C2-1401
int-18,A2-484
int-18,C2-1321
int-18,A1-1180
int-18,B1-964
int-18,C1-740
int-18,C1-561
int-18,B1-861
int-18,B1-828
int-18,B1-1001
int-18,B2-217
int-18,B2-146
int-18,C2-1450
int-18,B2-204
int-18,B2-37
int-18,B2-165
int-18,B1-999
int-18,B2-122
int-18,B2-2
int-18,A1-1040
int-18,B2-117
int-18,B2-266
int-18,B2-243
int-18,C2-1397
int-18,C1-660
int-18,C2-1347
int-18,B1-910
int-18,C2-1306
int-18,C2-1378
int-18,C1-642
int-18,C1-684
int-18,A1-1282
int-18,B1-835
int-18,C1-568
int-18,B2-220
int-18,C1-734
int-18,B2-63
int-18,B1-966
int-18,B1-979
int-18,C1-665
int-18,C1-663
int-18,C1-735
int-18,C1-686
int-18,C2-1315
int-18,C1-635
int-18,B1-918
int-18,A2-550
int-18,B2-87
int-18,B1-950
int-18,C2-1366
int-18,B2-82
int-18,B2-173
int-18,B1-879
int-18,C2-1296
int-18,B2-47
int-18,B1-810
int-18,C2-1376
int-18,C2-1420
int-18,C2-1466
int-18,B1-968
int-18,B1-800
int-18,B1-868
int-18,C2-1324
int-18,B1-948
int-18,A2-465
int-18,C1-673
int-18,C2-1398
int-18,B1-901
int-18,C1-640
int-18,C1-647
int-18,B2-132
int-18,C2-1344
int-18,C1-722
int-18,B2-157
int-18,B1-830
int-18,C2-1332
int-18,A1-1095
int-18,B1-975
int-18,B2-221
int-18,C1-764
int-18,B1-834
int-18,B1-996
int-19,B1-1004
int-19,C1-686
int-19,C1-581
int-19,B2-259
int-19,B2-115
int-19,B2-214
int-19,C1-708
int-19,C2-1418
int-19,B2-286
int-19,C2-1476
int-19,C1-678
int-19,B2-135
int-19,C1-785
int-19,B1-813
int-19,B2-260
int-19,B2-59
int-19,B1-940
int-19,B2-283
int-19,B1-986
int-19,C2-1301
int-19,C2-1401
int-19,B2-146
int-19,B1-833
int-19,B1-915
int-19,C1-565
int-19,B2-168
int-19,B1-934
int-19,C2-1317
int-19,B1-803
int-19,B2-35
int-19,B1-818
int-19,B2-197
int-19,C1-690
int-19,B2-235
int-19,B2-225
int-19,C1-613
int-19,C1-674
int-19,B2-70
int-19,B1-961
int-19,C1-618
int-19,C2-1358
int-19,B1-882
int-19,C1-746
int-19,C1-597
int-19,C1-673
int-19,C2-1305
int-19,C2-1339
int-19,C1-796
int-19,B2-65
int-19,B1-844
int-19,B2-271
int-19,C1-640
int-19,C1-713
int-19,B2-134
int-19,C2-1426
int-19,C2-1340
int-19,C1-681
int-19,B1-817
int-19,B2-68
int-19,B2-280
int-19,C1-745
int-19,B2-183
int-19,B2-102
int-19,B1-968
int-19,C1-722
int-19,C2-1478
int-19,C2-1389
int-19,C1-753
int-19,A1-1285
int-19,C2-1480
int-19,B2-130
int-19,A2-346
int-19,B1-802
int-19,B1-841
int-19,B2-177
int-19,B1-908
int-19,C1-667
int-19,B2-150
int-19,C2-1427
int-19,B2-218
int-19,B2-253
int-19,B1-853
int-19,B2-39
int-19,B2-273
int-19,C1-774
int-19,B2-285
int-19,C1-764
int-19,B2-246
int-19,C2-1475
int-19,C1-666
int-19,B2-139
int-19,B2-281
int-19,B1-1000
int-19,B2-204
int-19,B1-932
int-19,B1-847
int-19,C2-1424
int-19,C1-623
int-19,C2-1430
int-19,C2-1338
int-20,C1-770
int-20,C1-664
int-20,C1-629
int-20,B2-264
int-20,B1-822
int-20,B1-882
int-20,B2-147
int-20,B1-985
int-20,C1-677
int-20,B2-41
int-20,C1-718
int-20,C1-779
int-20,B1-926
int-20,B2-107
int-20,B2-265
int-20,C1-586
int-20,C1-701
int-20,B1-800
int-20,B2-182
int-20,A1-1034
int-20,A1-1250
int-20,C1-697
int-20,B2-121
int-20,B2-284
int-20,B1-833
int-20,B1-853
int-20,C1-603
int-20,B1-977
int-20,C1-598
int-20,C1-752
int-20,C2-1427
int-20,C1-761
int-20,C1-795
int-20,C2-1405
int-20,B1-816
int-20,C1-703
int-20,C1-773
int-20,B1-860
int-20,A2-467
int-20,C1-694
int-20,C2-1433
int-20,A2-368
int-20,C2-1313
int-20,B1-910
int-20,C1-792
int-20,C1-735
int-20,B2-63
int-20,C2-1378
int-20,C2-1314
int-20,B1-932
int-20,B1-806
int-20,C1-776
int-20,B2-143
int-20,A1-1287
int-20,C1-582
int-20,A1-1227
int-20,B1-922
int-20,B1-981
int-20,B1-975
int-20,B1-923
int-20,C2-1426
int-20,B2-174
int-20,A2-540
int-20,B1-804
int-20,C1-721
int-20,B1-865
int-20,B1-913
int-20,C2-1417
int-20,C1-711
int-20,C1-763
int-20,C1-599
int-20,C2-1444
int-20,C1-678
int-20,A2-439
int-20,C1-706
int-20,A1-1223
int-20,B1-939
int-20,C2-1430
int-20,C2-1399
int-20,C1-657
int-20,B1-934
int-20,B1-803
int-20,C1-750
int-20,C2-1452
int-20,C2-1310
int-20,B1-811
int-20,C1-590
int-20,C1-708
int-20,B2-154
int-20,B2-7
int-20,B2-1
int-20,B1-953
int-20,B2-128
int-20,A2-326
int-20,A2-418
int-20,B2-109
int-20,C1-754
int-20,C2-1296
int-20,B2-142
int-20,B2-24
